rank,person_name,gender,age,country,iso3,wb_country_name,state,city,net_worth_usd_m,net_worth_usd,source_of_wealth,industries,primary_industry,self_made,wealth_gdp_ratio_pct,wealth_per_citizen_usd,wealth_country_share_pct,sector_dominance_score,gdp_usd,population,gdp_year,forbes_uri,scrape_timestamp,birth_year
1090,Alejandro Santo Domingo,M,49.0,United States,USA,United States,New York,New York,3908.31,3908314000.0,Beer,Food & Beverage,Food & Beverage,False,0.013594,11.4913,0.0468,23.35,28750956130731.2,340110988.0,2024.0,alejandro-santo-domingo,2026-04-10 21:32 UTC,1977.0
1091,Ronald McAulay,M,90.0,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,3892.57,3892573000.0,Energy,Energy,Energy,False,0.956727,517.3473,0.9211,16.36,406863396487.342,7524100.0,2024.0,ronald-mcaulay,2026-04-10 21:32 UTC,1935.0
1092,Amos Hostetter Jr,M,89.0,United States,USA,United States,Massachusetts,Boston,3892.49,3892486000.0,Cable television,Media & Entertainment,Media & Entertainment,True,0.013539,11.4448,0.0467,23.35,28750956130731.2,340110988.0,2024.0,amos-hostetter-jr,2026-04-10 21:32 UTC,1937.0
1093,J.B. Pritzker,M,61.0,United States,USA,United States,Illinois,Springfield,3890.36,3890363000.0,"Hotels, investments",Finance & Investments,Finance & Investments,False,0.013531,11.4385,0.0466,23.35,28750956130731.2,340110988.0,2024.0,jb-pritzker,2026-04-10 21:32 UTC,1965.0
1094,Margaret Baker,F,60.0,United States,USA,United States,Idaho,Ketchum,3885.88,3885880000.0,Medical supplies,Healthcare,Healthcare,False,0.013516,11.4253,0.0466,23.35,28750956130731.2,340110988.0,2024.0,margaret-baker,2026-04-10 21:32 UTC,1965.0
1095,Geoffrey Kwok,M,40.0,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,3884.95,3884954000.0,Real estate,Real Estate,Real Estate,False,0.954855,516.3347,0.9193,16.36,406863396487.342,7524100.0,2024.0,geoffrey-kwok,2026-04-10 21:32 UTC,1985.0
1095,Jonathan Kwok,M,34.0,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,3884.95,3884954000.0,Real Estate,Real Estate,Real Estate,False,0.954855,516.3347,0.9193,16.36,406863396487.342,7524100.0,2024.0,jonathan-kwok,2026-04-10 21:32 UTC,1992.0
1097,Herbert Wertheim,M,86.0,United States,USA,United States,Florida,Coral Gables,3883.65,3883648000.0,Investments,Finance & Investments,Finance & Investments,True,0.013508,11.4188,0.0466,23.35,28750956130731.2,340110988.0,2024.0,herbert-wertheim,2026-04-10 21:32 UTC,1939.0
1098,José E. Feliciano,M,52.0,United States,USA,United States,California,Los Angeles,3876.8,3876800000.0,Private equity,Finance & Investments,Finance & Investments,True,0.013484,11.3986,0.0465,23.35,28750956130731.2,340110988.0,2024.0,jose-e-feliciano,2026-04-10 21:32 UTC,1973.0
1099,Mark Shoen,M,75.0,United States,USA,United States,Arizona,Phoenix,3876.28,3876285000.0,U-Haul,Automotive,Automotive,False,0.013482,11.3971,0.0465,23.35,28750956130731.2,340110988.0,2024.0,mark-shoen,2026-04-10 21:32 UTC,1950.0
1100,Wen-Ta Hsieh,M,,Taiwan,TWN,Taiwan,,Taichung,3873.86,3873855000.0,Semiconductors,Manufacturing,Manufacturing,True,0.511964,164.3484,1.6187,20.46,756666000000.0,23571000.0,2023.0,wen-ta-hsieh,2026-04-10 21:32 UTC,
1101,Theodore Leonsis,M,70.0,United States,USA,United States,Maryland,Potomac,3873.79,3873789000.0,Sports teams,Sports,Sports,True,0.013474,11.3898,0.0464,23.35,28750956130731.2,340110988.0,2024.0,theodore-leonsis,2026-04-10 21:32 UTC,1956.0
1102,Zhao Fenggang,M,60.0,China,CHN,China,Fujian,Ningde,3872.01,3872007000.0,Batteries,Energy,Energy,True,0.020658,2.7481,0.1814,15.26,18743803170827.2,1408975000.0,2024.0,zhao-fenggang,2026-04-10 21:32 UTC,1966.0
1103,Steve Wynn,M,84.0,United States,USA,United States,Florida,Palm Beach,3864.95,3864945000.0,"Casinos, hotels",Gambling & Casinos,Gambling & Casinos,True,0.013443,11.3638,0.0463,23.35,28750956130731.2,340110988.0,2024.0,steve-wynn,2026-04-10 21:32 UTC,1942.0
1104,Ron Burkle,M,73.0,United States,USA,United States,,London,3864.36,3864358000.0,"Supermarkets, investments",Finance & Investments,Finance & Investments,True,0.013441,11.362,0.0463,23.35,28750956130731.2,340110988.0,2024.0,ron-burkle,2026-04-10 21:32 UTC,1952.0
1105,Kwek Leng Beng,M,85.0,Singapore,SGP,Singapore,,Singapore,3861.36,3861355000.0,Diversified,Diversified,Diversified,False,0.705416,639.6297,2.6162,16.83,547386645891.847,6036860.0,2024.0,kwek-leng-beng,2026-04-10 21:32 UTC,1941.0
1106,Chan Tan Ching-fen,F,,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,3858.48,3858481000.0,Real estate,Real Estate,Real Estate,False,0.948348,512.8163,0.9131,16.36,406863396487.342,7524100.0,2024.0,chan-tan-ching-fen,2026-04-10 21:32 UTC,
1107,Daniel Loeb,M,64.0,United States,USA,United States,New York,New York,3857.5,3857498000.0,Hedge funds,Finance & Investments,Finance & Investments,True,0.013417,11.3419,0.0462,23.35,28750956130731.2,340110988.0,2024.0,daniel-loeb,2026-04-10 21:32 UTC,1961.0
1108,Behdad Eghbali,M,49.0,United States,USA,United States,California,Los Angeles,3856.3,3856300000.0,Private equity,Finance & Investments,Finance & Investments,True,0.013413,11.3384,0.0462,23.35,28750956130731.2,340110988.0,2024.0,behdad-eghbali,2026-04-10 21:32 UTC,1976.0
1109,Ben Lamm,M,44.0,United States,USA,United States,Texas,Dallas,3853.97,3853970000.0,biotech,Technology,Technology,True,0.013405,11.3315,0.0462,23.35,28750956130731.2,340110988.0,2024.0,ben-lamm,2026-04-10 21:32 UTC,1981.0
1110,P.N.C. Menon,M,77.0,Oman,OMN,Oman,,Dubai,3853.92,3853916000.0,Real estate,Real Estate,Real Estate,True,3.597178,729.6958,100.0,100.0,107137198769.386,5281538.0,2024.0,pnc-menon,2026-04-10 21:32 UTC,1948.0
1111,Louis Le Duff,M,79.0,France,FRA,France,,Paris,3832.98,3832981000.0,Bakeries,Food & Beverage,Food & Beverage,True,0.12128,55.9138,0.6479,39.58,3160442622465.08,68551653.0,2024.0,louis-le-duff,2026-04-10 21:32 UTC,1946.0
1112,Daniel Sundheim,M,49.0,United States,USA,United States,New York,New York,3831.0,3831000000.0,Hedge funds,Finance & Investments,Finance & Investments,True,0.013325,11.264,0.0459,23.35,28750956130731.2,340110988.0,2024.0,daniel-sundheim,2026-04-10 21:32 UTC,1977.0
1113,Giorgio Perfetti,M,59.0,Italy,ITA,Italy,,Lugano,3830.1,3830101000.0,Candy,Food & Beverage,Food & Beverage,False,0.160873,64.969,0.8265,23.97,2380825077243.59,58952704.0,2024.0,giorgio-perfetti,2026-04-10 21:32 UTC,1967.0
1114,Shekhar Bajaj,M,77.0,India,IND,India,,Mumbai,3828.75,3828748000.0,Diversified,Diversified,Diversified,False,0.097925,2.6388,0.3869,12.2,3909891533858.08,1450935791.0,2024.0,shekhar-bajaj,2026-04-10 21:32 UTC,1948.0
1115,Kumud Bajaj,F,71.0,India,IND,India,,Mumbai,3828.71,3828709000.0,Diversified,Diversified,Diversified,False,0.097924,2.6388,0.3869,12.2,3909891533858.08,1450935791.0,2024.0,kumud-bajaj,2026-04-10 21:32 UTC,1954.0
1115,Niraj Bajaj,M,71.0,India,IND,India,,Mumbai,3828.71,3828709000.0,Diversified,Diversified,Diversified,False,0.097924,2.6388,0.3869,12.2,3909891533858.08,1450935791.0,2024.0,niraj-bajaj-1,2026-04-10 21:32 UTC,1954.0
1117,Kavitark Ram Shriram,M,69.0,United States,USA,United States,California,Menlo Park,3828.42,3828421000.0,"Google, venture capital",Technology,Technology,True,0.013316,11.2564,0.0459,23.35,28750956130731.2,340110988.0,2024.0,kavitark-ram-shriram,2026-04-10 21:32 UTC,1957.0
1118,Vinod Rai Gupta,F,80.0,India,IND,India,,Delhi,3826.41,3826409000.0,Electrical equipment,Manufacturing,Manufacturing,False,0.097865,2.6372,0.3867,12.2,3909891533858.08,1450935791.0,2024.0,vinod-rai-gupta,2026-04-10 21:32 UTC,1945.0
1119,Mitchell Rales,M,69.0,United States,USA,United States,Maryland,Potomac,3819.51,3819509000.0,"Manufacturing, investments",Manufacturing,Manufacturing,True,0.013285,11.2302,0.0458,23.35,28750956130731.2,340110988.0,2024.0,mitchell-rales,2026-04-10 21:32 UTC,1956.0
1120,Dan Olsson,M,79.0,Sweden,SWE,Sweden,,Gothenburg,3818.64,3818640000.0,Diversified,Diversified,Diversified,False,0.632523,361.2815,1.7346,14.16,603715224265.798,10569709.0,2024.0,dan-olsson,2026-04-10 21:32 UTC,1947.0
1121,Martin Ebner,M,80.0,Switzerland,CHE,Switzerland,,Wilen,3817.93,3817927000.0,Investments,Finance & Investments,Finance & Investments,True,0.407652,423.9512,1.3953,19.52,936564198048.516,9005582.0,2024.0,martin-ebner,2026-04-10 21:32 UTC,1945.0
1122,Stephen Jarislowsky,M,100.0,Canada,CAN,Canada,,Montreal,3815.43,3815430000.0,Money management,Finance & Investments,Finance & Investments,True,0.170056,92.4088,0.8597,22.88,2243636826633.76,41288599.0,2024.0,stephen-jarislowsky,2026-04-10 21:32 UTC,1925.0
1123,Ira Rennert,M,91.0,United States,USA,United States,New York,New York,3813.8,3813800000.0,Investments,Finance & Investments,Finance & Investments,True,0.013265,11.2134,0.0457,23.35,28750956130731.2,340110988.0,2024.0,ira-rennert,2026-04-10 21:32 UTC,1934.0
1124,Meg Whitman,F,69.0,United States,USA,United States,California,Los Angeles,3809.36,3809360000.0,EBay,Technology,Technology,True,0.01325,11.2003,0.0457,23.35,28750956130731.2,340110988.0,2024.0,meg-whitman,2026-04-10 21:32 UTC,1956.0
1125,David Baszucki,M,63.0,United States,USA,United States,California,San Francisco,3807.19,3807186000.0,Online games,Technology,Technology,True,0.013242,11.194,0.0456,23.35,28750956130731.2,340110988.0,2024.0,david-baszucki,2026-04-10 21:32 UTC,1963.0
1126,Kim Beom-su,M,60.0,South Korea,KOR,"Korea, Rep.",,Seoul,3792.54,3792536000.0,Online services,Technology,Technology,True,0.202227,73.2842,2.3178,26.04,1875388209406.8,51751065.0,2024.0,kim-beom-su,2026-04-10 21:32 UTC,1966.0
1127,Pat Stryker,F,70.0,United States,USA,United States,Colorado,Fort Collins,3787.87,3787873000.0,Medical equipment,Healthcare,Healthcare,False,0.013175,11.1372,0.0454,23.35,28750956130731.2,340110988.0,2024.0,pat-stryker,2026-04-10 21:32 UTC,1956.0
1128,Masahiro Miki,M,70.0,Japan,JPN,Japan,,Tokyo,3786.95,3786946000.0,Shoes,Fashion & Retail,Fashion & Retail,True,0.094025,30.546,1.7332,25.83,4027597523550.58,123975371.0,2024.0,masahiro-miki,2026-04-10 21:32 UTC,1955.0
1129,Liu Sheng,M,55.0,China,CHN,China,,Suzhou,3786.95,3786945000.0,Optical communication,Manufacturing,Manufacturing,True,0.020204,2.6877,0.1774,15.26,18743803170827.2,1408975000.0,2024.0,liu-sheng,2026-04-10 21:32 UTC,1971.0
1130,Najib Mikati,M,70.0,Lebanon,LBN,Lebanon,,Beirut,3784.72,3784722000.0,Telecom,Telecom,Telecom,True,21.10126,651.8682,27.1855,36.77,17936000000.0,5805962.0,2023.0,najib-mikati,2026-04-10 21:32 UTC,1955.0
1130,Taha Mikati,M,81.0,Lebanon,LBN,Lebanon,,Beirut,3784.72,3784722000.0,Telecom,Telecom,Telecom,True,21.10126,651.8682,27.1855,36.77,17936000000.0,5805962.0,2023.0,taha-mikati,2026-04-10 21:32 UTC,1945.0
1132,Cameron Adams,M,46.0,Australia,AUS,Australia,,Sydney,3780.0,3780000000.0,Software,Technology,Technology,True,0.215137,138.9869,1.5875,16.13,1757022451652.83,27196812.0,2024.0,cameron-adams,2026-04-10 21:32 UTC,1979.0
1132,Scott Shleifer,M,48.0,United States,USA,United States,New York,New York,3780.0,3780000000.0,Private equity,Finance & Investments,Finance & Investments,True,0.013147,11.114,0.0453,23.35,28750956130731.2,340110988.0,2024.0,scott-shleifer,2026-04-10 21:32 UTC,1977.0
1134,Danielle Bellon & family,F,86.0,France,FRA,France,,Paris,3778.25,3778248000.0,Food services,Service,Service,False,0.119548,55.1153,0.6386,39.58,3160442622465.08,68551653.0,2024.0,danielle-bellon,2026-04-10 21:32 UTC,1940.0
1135,Erman Ilicak,M,58.0,Turkey,TUR,Turkiye,,Ankara,3778.01,3778007000.0,Construction,Construction & Engineering,Construction & Engineering,True,0.340974,44.2694,4.0464,20.03,1108003393820.0,85341241.0,2023.0,erman-ilicak,2026-04-10 21:32 UTC,1967.0
1136,Weili Dai,F,64.0,United States,USA,United States,Nevada,Las Vegas,3767.78,3767778000.0,Semiconductors,Technology,Technology,True,0.013105,11.0781,0.0452,23.35,28750956130731.2,340110988.0,2024.0,weili-dai,2026-04-10 21:32 UTC,1961.0
1137,Anand Mahindra,M,70.0,India,IND,India,,Mumbai,3762.0,3761996000.0,Diversified,Diversified,Diversified,False,0.096217,2.5928,0.3801,12.2,3909891533858.08,1450935791.0,2024.0,anand-mahindra,2026-04-10 21:32 UTC,1955.0
1138,Lawrence Stroll,M,66.0,Canada,CAN,Canada,,Geneva,3751.95,3751955000.0,Fashion investments,Fashion & Retail,Fashion & Retail,True,0.167226,90.8715,0.8454,22.88,2243636826633.76,41288599.0,2024.0,lawrence-stroll,2026-04-10 21:32 UTC,1959.0
1139,John Fisher,M,64.0,United States,USA,United States,California,San Francisco,3751.5,3751499000.0,Gap,Fashion & Retail,Fashion & Retail,False,0.013048,11.0302,0.045,23.35,28750956130731.2,340110988.0,2024.0,john-fisher,2026-04-10 21:32 UTC,1961.0
1140,Kommer Damen,M,82.0,Netherlands,NLD,Netherlands,,Gorinchem,3747.99,3747991000.0,Shipbuilding,Manufacturing,Manufacturing,False,0.308495,208.2971,4.7075,31.1,1214927698572.66,17993485.0,2024.0,kommer-damen,2026-04-10 21:32 UTC,1944.0
1141,August Troendle,M,70.0,United States,USA,United States,Ohio,Cincinnati,3741.22,3741219000.0,Pharmaceutical services,Healthcare,Healthcare,True,0.013013,11.0,0.0448,23.35,28750956130731.2,340110988.0,2024.0,august-troendle,2026-04-10 21:32 UTC,1956.0
1142,Danny Harris,M,53.0,United States,USA,United States,California,Los Angeles,3728.71,3728711000.0,Alo Yoga,Fashion & Retail,Fashion & Retail,True,0.012969,10.9632,0.0447,23.35,28750956130731.2,340110988.0,2024.0,danny-harris,2026-04-10 21:32 UTC,1972.0
1143,Dennis Bastas,M,59.0,Australia,AUS,Australia,,Victoria,3727.98,3727977000.0,pharmaceuticals,Healthcare,Healthcare,True,0.212176,137.074,1.5656,16.13,1757022451652.83,27196812.0,2024.0,dennis-bastas,2026-04-10 21:32 UTC,1966.0
1144,Brunello Cucinelli & family,M,72.0,Italy,ITA,Italy,,Solomeo,3719.81,3719807000.0,Fashion,Fashion & Retail,Fashion & Retail,True,0.15624,63.0982,0.8027,23.97,2380825077243.59,58952704.0,2024.0,brunello-cucinelli,2026-04-10 21:32 UTC,1953.0
1145,Alceu Elias Feldmann & family,M,76.0,Brazil,BRA,Brazil,,Curitiba,3717.86,3717861000.0,Fertilizer,Energy,Energy,True,0.17009,17.5372,1.4022,15.12,2185821648943.86,211998573.0,2024.0,alceu-elias-feldmann,2026-04-10 21:32 UTC,1949.0
1146,Ralph Dommermuth,M,62.0,Germany,DEU,Germany,,Montabaur,3716.1,3716104000.0,Internet service provider,Technology,Technology,True,0.079309,44.4954,0.377,14.32,4685592577804.69,83516593.0,2024.0,ralph-dommermuth,2026-04-10 21:32 UTC,1963.0
1147,Robert Clark,M,67.0,United States,USA,United States,Missouri,St. Louis,3713.32,3713323000.0,Construction,Construction & Engineering,Construction & Engineering,True,0.012915,10.918,0.0445,23.35,28750956130731.2,340110988.0,2024.0,robert-clark,2026-04-10 21:32 UTC,1959.0
1148,Maggie Gu,F,44.0,China,CHN,China,Guangdong,Guangzhou,3710.0,3710000000.0,Shein,Fashion & Retail,Fashion & Retail,True,0.019793,2.6331,0.1738,15.26,18743803170827.2,1408975000.0,2024.0,maggie-gu,2026-04-10 21:32 UTC,1982.0
1148,Molly Miao,F,40.0,China,CHN,China,Guangdong,Guangzhou,3710.0,3710000000.0,Shein,Fashion & Retail,Fashion & Retail,True,0.019793,2.6331,0.1738,15.26,18743803170827.2,1408975000.0,2024.0,molly-miao,2026-04-10 21:32 UTC,1985.0
1148,Ren Xiaoqing,M,45.0,China,CHN,China,Guangdong,Guangzhou,3710.0,3710000000.0,Shein,Fashion & Retail,Fashion & Retail,True,0.019793,2.6331,0.1738,15.26,18743803170827.2,1408975000.0,2024.0,ren-xiaoqing,2026-04-10 21:32 UTC,1981.0
1151,Chao Chung-Hsin,M,71.0,Taiwan,TWN,Taiwan,,Taoyuan,3708.52,3708516000.0,Cooling devices and components,Manufacturing,Manufacturing,True,0.490113,157.3338,1.5496,20.46,756666000000.0,23571000.0,2023.0,chao-chung-hsin,2026-04-10 21:32 UTC,1955.0
1152,Liang Feng,M,57.0,China,CHN,China,Shanghai,Shanghai,3706.81,3706812000.0,Manufacturing,Manufacturing,Manufacturing,True,0.019776,2.6309,0.1736,15.26,18743803170827.2,1408975000.0,2024.0,liang-feng,2026-04-10 21:32 UTC,1968.0
1153,Liu Wei,M,39.0,China,CHN,China,,Shanghai,3700.0,3700000000.0,Mobile gaming,Technology,Technology,True,0.01974,2.626,0.1733,15.26,18743803170827.2,1408975000.0,2024.0,liu-wei-2,2026-04-10 21:32 UTC,1987.0
1154,Marco DeGeorge,M,52.0,United States,USA,United States,California,Los Angeles,3692.5,3692499000.0,Alo Yoga,Fashion & Retail,Fashion & Retail,True,0.012843,10.8567,0.0443,23.35,28750956130731.2,340110988.0,2024.0,marco-degeorge,2026-04-10 21:32 UTC,1973.0
1155,Fernando Chico Pardo,M,74.0,Mexico,MEX,Mexico,,Mexico City,3691.43,3691425000.0,Airport management,Service,Service,True,0.198852,28.2087,1.4026,31.22,1856365616165.94,130861007.0,2024.0,fernando-chico-pardo,2026-04-10 21:32 UTC,1952.0
1156,Sol Daurella,F,60.0,Spain,ESP,Spain,,Madrid,3690.14,3690135000.0,Coca-Cola bottler,Food & Beverage,Food & Beverage,False,0.213838,75.5419,1.3645,44.35,1725671652742.19,48848840.0,2024.0,sol-daurella,2026-04-10 21:32 UTC,1966.0
1157,Kenneth Dart,M,71.0,Belize,BLZ,Belize,,George Town,3676.86,3676858000.0,Investments,Finance & Investments,Finance & Investments,False,114.771554,8815.8831,100.0,100.0,3203631800.0,417072.0,2024.0,kenneth-dart,2026-04-10 21:32 UTC,1955.0
1158,Romano Minozzi,M,91.0,Italy,ITA,Italy,,Spilamberto,3676.75,3676747000.0,"Utilities, diversified",Diversified,Diversified,True,0.154432,62.3677,0.7934,23.97,2380825077243.59,58952704.0,2024.0,romano-minozzi,2026-04-10 21:32 UTC,1935.0
1159,Adam Kwok,M,43.0,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,3673.24,3673237000.0,Real estate,Real Estate,Real Estate,False,0.902818,488.1962,0.8692,16.36,406863396487.342,7524100.0,2024.0,adam-kwok,2026-04-10 21:32 UTC,1983.0
1160,Qian Dongqi,M,68.0,China,CHN,China,Jiangsu,Suzhou,3671.34,3671341000.0,Home-cleaning robots,Manufacturing,Manufacturing,True,0.019587,2.6057,0.172,15.26,18743803170827.2,1408975000.0,2024.0,qian-dongqi,2026-04-10 21:32 UTC,1958.0
1161,Takahisa Takahara,M,64.0,Japan,JPN,Japan,,Tokyo,3669.66,3669665000.0,Personal care goods,Fashion & Retail,Fashion & Retail,False,0.091113,29.6,1.6795,25.83,4027597523550.58,123975371.0,2024.0,takahisa-takahara,2026-04-10 21:32 UTC,1961.0
1162,James Packer,M,58.0,Australia,AUS,Australia,California,Los Angeles,3669.01,3669013000.0,Investments,Finance & Investments,Finance & Investments,False,0.20882,134.906,1.5408,16.13,1757022451652.83,27196812.0,2024.0,james-packer,2026-04-10 21:32 UTC,1967.0
1163,Ricardo Salinas Pliego & family,M,70.0,Mexico,MEX,Mexico,,Mexico City,3661.19,3661192000.0,"Retail, media",Fashion & Retail,Fashion & Retail,False,0.197224,27.9777,1.3911,31.22,1856365616165.94,130861007.0,2024.0,ricardo-salinas-pliego,2026-04-10 21:32 UTC,1955.0
1164,Wang Junlin & family,M,63.0,China,CHN,China,Sichuan,Chengdu,3642.69,3642689000.0,Liquor,Food & Beverage,Food & Beverage,True,0.019434,2.5853,0.1706,15.26,18743803170827.2,1408975000.0,2024.0,wang-junlin,2026-04-10 21:32 UTC,1962.0
1165,Spiro Latsis & family,M,79.0,Greece,GRC,Greece,,Geneva,3642.37,3642371000.0,"Banking, shipping",Diversified,Diversified,False,1.421478,350.0552,4.0821,33.5,256238371778.118,10405134.0,2024.0,spiro-latsis,2026-04-10 21:32 UTC,1946.0
1166,Roman Trotsenko,M,55.0,Russia,RUS,Russian Federation,,Moscow,3640.61,3640608000.0,"Transport, engineering, real estate",Logistics,Logistics,True,0.167474,25.3641,0.5572,17.19,2173835806671.66,143533851.0,2024.0,roman-trotsenko,2026-04-10 21:32 UTC,1970.0
1167,Peter Hargreaves,M,79.0,United Kingdom,GBR,United Kingdom,,Bristol,3638.05,3638051000.0,Financial services,Finance & Investments,Finance & Investments,True,0.098698,52.5532,1.3457,16.65,3686033044482.13,69226000.0,2024.0,peter-hargreaves,2026-04-10 21:32 UTC,1946.0
1168,Remo Ruffini,M,64.0,Italy,ITA,Italy,,Como,3637.97,3637965000.0,Winter jackets,Fashion & Retail,Fashion & Retail,True,0.152803,61.7099,0.785,23.97,2380825077243.59,58952704.0,2024.0,remo-ruffini,2026-04-10 21:32 UTC,1961.0
1169,Hiroshi Mikitani,M,61.0,Japan,JPN,Japan,,Tokyo,3636.61,3636607000.0,Online retail,Fashion & Retail,Fashion & Retail,True,0.090292,29.3333,1.6644,25.83,4027597523550.58,123975371.0,2024.0,hiroshi-mikitani,2026-04-10 21:32 UTC,1965.0
1170,Barry Zekelman,M,59.0,Canada,CAN,Canada,Ontario,Windsor,3634.0,3634000000.0,Steel,Manufacturing,Manufacturing,False,0.161969,88.0146,0.8188,22.88,2243636826633.76,41288599.0,2024.0,barry-zekelman,2026-04-10 21:32 UTC,1967.0
1171,Issad Rebrab & family,M,82.0,Algeria,DZA,Algeria,,Algiers,3632.1,3632100000.0,Food,Food & Beverage,Food & Beverage,True,1.348607,77.5853,100.0,100.0,269322281664.773,46814308.0,2024.0,issad-rebrab,2026-04-10 21:32 UTC,1944.0
1172,Hemant Taneja,M,51.0,United States,USA,United States,California,Palo Alto,3632.0,3632000000.0,Venture capital,Technology,Technology,True,0.012633,10.6789,0.0435,23.35,28750956130731.2,340110988.0,2024.0,hemant-taneja,2026-04-10 21:32 UTC,1975.0
1173,Panagiotis Tsakos & family,M,90.0,Greece,GRC,Greece,,Athens,3631.33,3631329000.0,Shipping,Logistics,Logistics,True,1.417168,348.994,4.0697,33.5,256238371778.118,10405134.0,2024.0,panagiotis-tsakos,2026-04-10 21:32 UTC,1936.0
1174,Cai Dongchen,M,73.0,China,CHN,China,Hebei,Luancheng,3620.06,3620061000.0,Pharmaceuticals,Healthcare,Healthcare,True,0.019313,2.5693,0.1696,15.26,18743803170827.2,1408975000.0,2024.0,cai-dongchen,2026-04-10 21:32 UTC,1953.0
1175,G. M. Rao,M,75.0,India,IND,India,,Bangalore,3616.43,3616432000.0,Infrastructure,Logistics,Logistics,True,0.092494,2.4925,0.3654,12.2,3909891533858.08,1450935791.0,2024.0,g-m-rao,2026-04-10 21:32 UTC,1950.0
1176,Vladimir Litvinenko & family,M,70.0,Russia,RUS,Russian Federation,,Saint Petersburg,3616.41,3616415000.0,Chemical industry,Manufacturing,Manufacturing,True,0.166361,25.1956,0.5535,17.19,2173835806671.66,143533851.0,2024.0,vladimir-litvinenko,2026-04-10 21:32 UTC,1955.0
